,well id,well name,analysis date,formation,sample depth,kmax,kmax-h,k90,kvert,porosity,grain density,bulk density,lithology description
3298,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4336.82,0.26,0.05,0.23,,0.013,2840.0,2800.0,"lv,sv"
3299,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4336.82,0.26,0.05,0.23,,0.013,2840.0,2800.0,"lv,sv"
3300,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4149.12,0.24,0.09,0.23,0.09,0.013,2880.0,2840.0,"intgran,frac,sty"
3301,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4149.12,0.24,0.09,0.23,0.09,0.013,2880.0,2840.0,"intgran,frac,sty"
3302,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4149.12,0.24,0.09,0.23,0.09,0.013,2880.0,2840.0,"intgran,frac,sty"
3303,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3950.54,47.0,11.28,0.22,0.69,0.032,2850.0,2760.0,"dol,intgran,ppv,scat,sv,vfrac"
3304,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3671.25,28.0,7.56,0.22,2.14,0.046,2860.0,2720.0,sv vf
3305,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,4159.81,6.03,3.44,0.22,0.22,0.014,2860.0,2830.0,"dol,intgran,frac"
3306,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3733.72,2.97,1.25,0.22,2.76,0.014,2830.0,2790.0,"dol,intgran,vfrac"
3307,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3061.81,0.62,0.13,0.22,0.23,0.032,,,"dol,calc,lrg,vug"
3308,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3061.81,0.62,0.13,0.22,0.23,0.032,,,"dol,calc,lrg,vug"
3309,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3061.81,0.62,0.13,0.22,0.23,0.032,,,"dol,calc,lrg,vug"
3310,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3665.95,0.44,0.13,0.22,0.28,0.021,2740.0,2680.0,"dol,intgran,ppv,sdy,vfrac"
3311,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4173.99,0.39,0.19,0.22,,0.003,2800.0,2790.0,"intgran,hfrac"
3312,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3762.21,0.35,0.07,0.22,0.08,0.031,2840.0,2750.0,"dol,intgran,ppv,sv,scat,lv,frac"
3313,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3735.23,0.28,0.06,0.22,0.02,0.016,2850.0,2800.0,"dol,intgran,scat,sv,frac"
3314,300C436120123000,PAN AM A-2 GRAINGER C-43,12/23/1968,Dmanetoe,1052.96,0.26,0.08,0.22,0.25,0.01,2830.0,2810.0,few sv. sty.
3315,300I276010124000,CANADA SOUTHERN PETROLEUM LTD. N BEAVER R YT I-27,2/12/1964,Dnahanni,3846.79,0.22,0.06,0.22,0.04,0.017,,,"dol,sl,intgran,anhy"
3316,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3088.23,0.22,0.07,0.22,,0.051,,,"dol,calc,vug,xl"
3317,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3088.23,0.22,0.07,0.22,,0.051,,,"dol,calc,vug,xl"
3318,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3088.23,0.22,0.07,0.22,,0.051,,,"dol,calc,vug,xl"
3319,300I276010124000,CANADA SOUTHERN PETROLEUM LTD. N BEAVER R YT I-27,2/12/1964,Dnahanni,3843.22,95.0,35.15,0.21,0.1,0.008,,,"dol,occ,vug,xl,anhy"
3320,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3573.99,1.32,0.36,0.21,,0.018,2810.0,2760.0,sv f
3321,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,783.34,0.75,0.18,0.21,0.08,0.04,2810.0,2700.0,"lv,few,sv"
3322,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3565.03,0.59,0.24,0.21,0.1,0.013,2830.0,2790.0,sv f
3323,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3092.26,0.51,0.19,0.21,0.1,0.015,,,"dol,calc,rc"
3324,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3092.26,0.51,0.19,0.21,0.1,0.015,,,"dol,calc,rc"
3325,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3092.26,0.51,0.19,0.21,0.1,0.015,,,"dol,calc,rc"
3326,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3194.58,0.37,0.14,0.21,0.18,0.008,2840.0,2820.0,"intgran,hfrac,sty"
3327,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3194.58,0.37,0.14,0.21,0.18,0.008,2840.0,2820.0,"intgran,hfrac,sty"
3328,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3194.58,0.37,0.14,0.21,0.18,0.008,2840.0,2820.0,"intgran,hfrac,sty"
3329,300E136110123450,PAN AMERICAN A-1 MATTSON CREEK NO.1(E-13),9/26/1961,Dnahanni,641.66,0.31,0.11,0.21,0.05,0.035,,,"rc,sl,intgran"
3330,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3670.08,0.25,0.07,0.21,0.09,0.01,2710.0,2680.0,"dol,intgran,ppv,sv,sdy,frac"
3331,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3754.84,0.21,0.06,0.21,0.02,0.021,2840.0,2780.0,"dol,intgran,ppv,sv,frac"
3333,300F086040124300,CPOG ET AL LABICHE F-08,2/25/1971,Dnahanni,1984.86,0.68,0.48,0.2,,0.008,2710.0,2680.0,dense f cal
3334,300F086040124301,CPOG ET AL LABICHE F-08,2/25/1971,Dnahanni,1984.86,0.68,0.48,0.2,,0.008,2710.0,2680.0,dense f cal
3335,300F086040124302,CPOG ET AL LABICHE F-08,2/25/1971,Dnahanni,1984.86,0.68,0.48,0.2,,0.008,2710.0,2680.0,dense f cal
3336,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4337.58,0.35,0.07,0.2,,0.01,2850.0,2820.0,"few,ppv,sty"
3337,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4337.58,0.35,0.07,0.2,,0.01,2850.0,2820.0,"few,ppv,sty"
3338,300F086040124300,CPOG ET AL LABICHE F-08,2/25/1971,Dnahanni,1986.93,0.35,0.21,0.2,,0.007,2700.0,2680.0,dense f cal
3339,300F086040124301,CPOG ET AL LABICHE F-08,2/25/1971,Dnahanni,1986.93,0.35,0.21,0.2,,0.007,2700.0,2680.0,dense f cal
3340,300F086040124302,CPOG ET AL LABICHE F-08,2/25/1971,Dnahanni,1986.93,0.35,0.21,0.2,,0.007,2700.0,2680.0,dense f cal
3341,300D506220122150,I0E TRIAD EBBUTT D-50,3/2/1964,Dmanetoe,621.12,0.31,0.08,0.2,0.12,0.022,2860.0,2800.0,"crk,fpor,gy,m"
3342,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3576.55,0.28,0.08,0.2,,0.018,2820.0,2770.0,sv ppv f
3343,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3746.7,0.25,0.09,0.2,0.05,0.016,2850.0,2800.0,"dol,intgran,sv,frac"
3344,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4335.51,0.24,0.06,0.2,,0.009,2830.0,2810.0,"few,sv"
3345,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4335.51,0.24,0.06,0.2,,0.009,2830.0,2810.0,"few,sv"
3346,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3063.36,0.23,0.02,0.2,,0.029,,,"dol,calc"
3347,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3111.18,0.23,0.05,0.2,0.26,0.017,,,"dol,calc,rc"
3348,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3123.8,0.23,0.06,0.2,0.18,0.012,,,"dol,calc,rfrac"
3349,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3063.36,0.23,0.02,0.2,,0.029,,,"dol,calc"
3350,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3111.18,0.23,0.05,0.2,0.26,0.017,,,"dol,calc,rc"
3351,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3123.8,0.23,0.06,0.2,0.18,0.012,,,"dol,calc,rfrac"
3352,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3063.36,0.23,0.02,0.2,,0.029,,,"dol,calc"
3353,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3111.18,0.23,0.05,0.2,0.26,0.017,,,"dol,calc,rc"
3354,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3123.8,0.23,0.06,0.2,0.18,0.012,,,"dol,calc,rfrac"
3355,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3065.68,0.22,0.07,0.2,0.13,0.019,,,"dol,calc,occ,vug,xl,rc"
3356,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3065.68,0.22,0.07,0.2,0.13,0.019,,,"dol,calc,occ,vug,xl,rc"
3357,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3065.68,0.22,0.07,0.2,0.13,0.019,,,"dol,calc,occ,vug,xl,rc"
3359,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4337.3,0.8,0.22,0.19,,0.017,2840.0,2790.0,"sv,ppv,sty"
3360,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4337.3,0.8,0.22,0.19,,0.017,2840.0,2790.0,"sv,ppv,sty"
3361,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,4035.0,0.65,0.32,0.19,0.45,0.031,2870.0,2780.0,"dol,intgran,ppv,vfrac"
3362,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3729.43,0.29,0.05,0.19,0.07,0.031,2840.0,2750.0,"dol,intgran,sv,lv,frac"
3363,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3733.01,0.29,0.06,0.19,0.04,0.023,2830.0,2770.0,"dol,intgran,ppv,frac"
3364,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3122.77,0.25,0.05,0.19,0.47,0.005,,,"dol,calc,rc"
3365,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3122.77,0.25,0.05,0.19,0.47,0.005,,,"dol,calc,rc"
3366,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3122.77,0.25,0.05,0.19,0.47,0.005,,,"dol,calc,rc"
3367,300M696230124150,TEXACO TECK IVERSON LAKE M-69,5/2/1969,Dmanetoe,1652.38,0.24,0.06,0.19,,0.022,2830.0,2770.0,few sv
3368,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3750.17,0.22,0.03,0.19,0.04,0.019,2850.0,2790.0,"dol,intgran,ppv,sv,frac"
3369,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3194.12,0.21,0.1,0.19,0.18,0.012,2840.0,2810.0,"few,sv,ppv,hfrac"
3370,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3194.12,0.21,0.1,0.19,0.18,0.012,2840.0,2810.0,"few,sv,ppv,hfrac"
3371,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3194.12,0.21,0.1,0.19,0.18,0.012,2840.0,2810.0,"few,sv,ppv,hfrac"
3372,300N196040123450,AMOCO FLETT N-19,11/4/1969,Dnahanni,1459.99,6.93,3.4,0.18,,0.02,2800.0,2740.0,i sty calcite
3373,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4394.27,6.41,1.73,0.18,,0.019,2840.0,2780.0,"sv,ppv,hfrac,sty"
3374,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4394.27,6.41,1.73,0.18,,0.019,2840.0,2780.0,"sv,ppv,hfrac,sty"
3375,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,788.4,0.97,0.33,0.18,0.05,0.018,2830.0,2780.0,"sv,ppv"
3376,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3943.65,0.53,0.16,0.18,0.49,0.019,2820.0,2770.0,"dol,intgran,ppv,sv,anhy,carb"
3377,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3059.43,0.44,0.07,0.18,0.15,0.072,,,"dol,calc,lrg,vug,xl"
3378,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3059.43,0.44,0.07,0.18,0.15,0.072,,,"dol,calc,lrg,vug,xl"
3379,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3059.43,0.44,0.07,0.18,0.15,0.072,,,"dol,calc,lrg,vug,xl"
3380,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3768.69,0.41,0.09,0.18,0.11,0.02,2860.0,2800.0,"dol,intgran,ppv,sv,frac"
3381,300M696230124150,TEXACO TECK IVERSON LAKE M-69,5/2/1969,Dmanetoe,1653.57,0.41,0.12,0.18,,0.031,2830.0,2740.0,sv.
3382,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,10/28/1969,Dnahanni,4124.46,0.35,0.18,0.18,,0.008,2820.0,2800.0,"intgran,sty"
3383,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3115.67,0.34,0.13,0.18,0.11,0.007,,,"dol,ls,rc"
3384,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3115.67,0.34,0.13,0.18,0.11,0.007,,,"dol,ls,rc"
3385,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3115.67,0.34,0.13,0.18,0.11,0.007,,,"dol,ls,rc"
3386,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3750.3,0.3,0.04,0.18,0.02,0.019,2850.0,2900.0,"dol,intgran,ppv,sv,frac"
3387,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,783.85,0.27,0.06,0.18,,0.041,2880.0,2760.0,"few,sv,ppv,sh,bks"
3388,300O676030124000,PAN AMERICAN KOTANEELEE O-67,4/9/1969,Dnahanni,2602.41,0.25,0.15,0.18,,0.014,2690.0,2650.0,i/ sty. f
3392,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3941.8,1.4,0.38,0.17,,0.031,2890.0,2810.0,"few,sv,intgran,frac"
3393,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3941.8,1.4,0.38,0.17,,0.031,2890.0,2810.0,"few,sv,intgran,frac"
3394,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3941.8,1.4,0.38,0.17,,0.031,2890.0,2810.0,"few,sv,intgran,frac"
3395,300P536030123453,PAN AM POINTED MOUNTAIN P-53A,3/23/1967,Dnahanni,3941.8,1.4,0.38,0.17,,0.031,2890.0,2810.0,few sv. i. f.
3396,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3088.84,0.52,0.08,0.17,,0.03,,,"dol,calc,occ,vug,xl,rc"
3397,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3088.84,0.52,0.08,0.17,,0.03,,,"dol,calc,occ,vug,xl,rc"
3398,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3088.84,0.52,0.08,0.17,,0.03,,,"dol,calc,occ,vug,xl,rc"
3399,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3117.19,0.5,0.15,0.17,,0.006,,,"dol,calc,rc"
3400,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3117.19,0.5,0.15,0.17,,0.006,,,"dol,calc,rc"
3401,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3117.19,0.5,0.15,0.17,,0.006,,,"dol,calc,rc"
3402,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,4425.6,0.43,0.3,0.17,0.01,0.009,2860.0,2840.0,"pt,rbl,dol,intgran,frac"
3403,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4016.72,0.41,0.12,0.17,,0.035,2840.0,2740.0,"ppv,intgran,sty"
3404,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4016.72,0.41,0.12,0.17,,0.035,2840.0,2740.0,"ppv,intgran,sty"
3405,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4016.72,0.41,0.12,0.17,,0.035,2840.0,2740.0,"ppv,intgran,sty"
3406,300P536030123453,PAN AM POINTED MOUNTAIN P-53A,3/23/1967,Dnahanni,4016.72,0.41,0.12,0.17,,0.035,2840.0,2740.0,ppv. i. sty.
3407,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1609.89,0.36,0.22,0.17,,0.006,2700.0,2690.0,"intgran,sty,hfrac"
3408,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4339.77,0.32,0.14,0.17,,0.012,2850.0,2810.0,"sv,ppv,sty"
3409,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4339.77,0.32,0.14,0.17,,0.012,2850.0,2810.0,"sv,ppv,sty"
3410,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3759.74,0.29,0.06,0.17,0.04,0.021,2850.0,2790.0,"dol,intgran,ppv,sv,frac"
3411,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3197.81,0.27,0.09,0.17,0.21,0.01,2840.0,2810.0,"sv,ppv,hfrac,vfrac"
3412,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3197.81,0.27,0.09,0.17,0.21,0.01,2840.0,2810.0,"sv,ppv,hfrac,vfrac"
3413,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3197.81,0.27,0.09,0.17,0.21,0.01,2840.0,2810.0,"sv,ppv,hfrac,vfrac"
3414,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3087.2,0.23,0.08,0.17,0.19,0.021,,,"dol,calc,occ,vug,xl,sty,rc"
3415,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3087.2,0.23,0.08,0.17,0.19,0.021,,,"dol,calc,occ,vug,xl,sty,rc"
3416,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3087.2,0.23,0.08,0.17,0.19,0.021,,,"dol,calc,occ,vug,xl,sty,rc"
3417,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,4037.21,0.2,0.09,0.17,0.02,0.01,2850.0,2820.0,"dol,intgran,frac"
3421,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3910.89,0.17,0.04,0.17,0.1,0.026,2820.0,2740.0,"dol,intgran,ppv,sv,anhy,carb"
3422,300N196040123450,AMOCO FLETT N-19,11/4/1969,Dnahanni,1475.99,2.8,1.29,0.16,0.4,0.016,2840.0,2800.0,i ppv
3423,300E136110123450,PAN AMERICAN A-1 MATTSON CREEK NO.1(E-13),9/26/1961,Dnahanni,646.18,2.5,2.27,0.16,0.01,0.024,,,"sl,intgran"
3424,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1602.09,0.73,0.4,0.16,,0.009,2720.0,2700.0,"intgran,sty,hfrac"
3425,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3200.55,0.31,0.08,0.16,,0.026,2840.0,2770.0,"sv,ppv,hfrac"
3426,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3200.55,0.31,0.08,0.16,,0.026,2840.0,2770.0,"sv,ppv,hfrac"
3427,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3200.55,0.31,0.08,0.16,,0.026,2840.0,2770.0,"sv,ppv,hfrac"
3428,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,785.5,0.24,0.05,0.16,0.03,0.021,2840.0,2780.0,"sv,ppv"
3429,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3759.41,0.21,0.07,0.16,0.19,0.037,2860.0,2750.0,"dol,intgran,ppv,sv,scat,lv,vfrac"
3430,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3097.99,0.21,0.03,0.16,,0.009,,,"dol,calc,rc"
3431,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3097.99,0.21,0.03,0.16,,0.009,,,"dol,calc,rc"
3432,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3097.99,0.21,0.03,0.16,,0.009,,,"dol,calc,rc"
3433,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3064.55,0.17,0.03,0.16,0.21,0.012,,,"dol,calc,occ,vug,xl"
3434,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3064.55,0.17,0.03,0.16,0.21,0.012,,,"dol,calc,occ,vug,xl"
3435,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3064.55,0.17,0.03,0.16,0.21,0.012,,,"dol,calc,occ,vug,xl"
3436,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1628.24,0.16,0.06,0.16,0.04,0.009,2740.0,2740.0,"intgran,sty"
3437,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,782.36,0.16,0.03,0.16,,0.025,2850.0,2780.0,"sv,ppv,sh,bks"
3438,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,782.57,0.16,0.04,0.16,,0.02,2830.0,2780.0,"few,sv,ppv"
3440,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3121.64,1.9,0.28,0.15,,0.007,,,"dol,calc,hfrac"
3441,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3121.64,1.9,0.28,0.15,,0.007,,,"dol,calc,hfrac"
3442,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3121.64,1.9,0.28,0.15,,0.007,,,"dol,calc,hfrac"
3443,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,4036.91,0.31,0.09,0.15,0.25,0.018,2870.0,2820.0,"dol,intgran,vfrac"
3444,300I276010124000,CANADA SOUTHERN PETROLEUM LTD. N BEAVER R YT I-27,2/12/1964,Dnahanni,3838.74,0.3,0.07,0.15,0.09,0.026,,,"dol,occ,vug,xl,anhy"
3445,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4058.87,0.28,0.08,0.15,,0.028,2880.0,2800.0,ppv. i.
3446,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4058.87,0.28,0.08,0.15,,0.028,2880.0,2800.0,ppv. i.
3447,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4058.87,0.28,0.08,0.15,,0.028,2880.0,2800.0,ppv. i.
3448,300P536030123453,PAN AM POINTED MOUNTAIN P-53A,3/23/1967,Dnahanni,4058.87,0.28,0.08,0.15,,0.028,2880.0,2800.0,ppv. i.
3449,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,781.96,0.25,0.04,0.15,,0.027,2840.0,2760.0,"sv,ppv"
3450,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3762.85,0.17,0.04,0.15,0.07,0.021,2850.0,2790.0,"dol,intgran,ppv,sv,scat,lv,frac"
3451,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4381.99,0.16,0.06,0.15,,0.009,2840.0,2810.0,"intgran,sty"
3452,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4381.99,0.16,0.06,0.15,,0.009,2840.0,2810.0,"intgran,sty"
3455,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3095.67,2.6,0.47,0.14,2.6,0.007,,,"dol,calc,vfrac"
3456,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3095.67,2.6,0.47,0.14,2.6,0.007,,,"dol,calc,vfrac"
3457,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3095.67,2.6,0.47,0.14,2.6,0.007,,,"dol,calc,vfrac"
3458,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4150.64,2.1,0.63,0.14,0.13,0.013,2870.0,2830.0,"intgran,frac,sty,anhy"
3459,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4150.64,2.1,0.63,0.14,0.13,0.013,2870.0,2830.0,"intgran,frac,sty,anhy"
3460,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4150.64,2.1,0.63,0.14,0.13,0.013,2870.0,2830.0,"intgran,frac,sty,anhy"
3461,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,785.71,1.66,0.4,0.14,,0.015,2860.0,2810.0,"ppv,intgran,sty,hfrac"
3462,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3878.03,1.42,0.53,0.14,,0.024,2880.0,2810.0,few ppb i a sty
3463,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3574.57,1.09,0.29,0.14,0.11,0.065,2800.0,2620.0,sv f
3464,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3094.3,0.58,0.17,0.14,0.11,0.015,,,"dol,calc,vfrac"
