,well id,well name,analysis date,formation,sample depth,kmax,kmax-h,k90,kvert,porosity,grain density,bulk density,lithology description
900,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3937.89,9.9,1.78,9.32,1.13,0.023,2800.0,2730.0,"dol,intgran,ppv,sv,anhy,carb"
902,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3811.8,14.4,3.46,9.18,3.69,0.023,2860.0,2790.0,sv f
903,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3912.6,40.0,12.0,9.17,0.74,0.056,2860.0,2700.0,"dol,intgran,ppv,sv,frac"
904,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3885.9,9.65,3.86,9.13,0.11,0.065,2840.0,2660.0,lv sv ppv a
905,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3768.32,16.2,5.99,9.1,0.36,0.018,2870.0,2820.0,"dol,intgran,ppv,sv,frac"
906,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3744.19,58.0,13.92,9.05,1.03,0.038,2860.0,2750.0,sv f
907,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4017.36,10.8,3.24,9.05,0.91,0.034,2840.0,2750.0,"dol,intgran,ppv,sv,anhy"
908,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3947.4,13.2,4.49,9.03,0.38,0.034,2770.0,2670.0,"dol,intgran,ppv,sv,anhy,carb"
912,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4012.27,14.4,3.46,9.02,1.52,0.039,2860.0,2740.0,"dol,intgran,ppv,sv,anhy"
913,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1621.41,27.69,13.57,8.99,3.17,0.033,2840.0,2750.0,"sv,ppv,sty"
914,300F086040124300,CPOG ET AL LABICHE F-08,2/25/1971,Dnahanni,1988.48,9.55,7.26,8.96,3.82,0.249,2610.0,1960.0,i
915,300F086040124301,CPOG ET AL LABICHE F-08,2/25/1971,Dnahanni,1988.48,9.55,7.26,8.96,3.82,0.249,2610.0,1960.0,i
916,300F086040124302,CPOG ET AL LABICHE F-08,2/25/1971,Dnahanni,1988.48,9.55,7.26,8.96,3.82,0.249,2610.0,1960.0,i
917,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4320.54,16.8,7.73,8.93,6.44,0.014,2830.0,2790.0,"intgran,few,sv,frac"
918,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4323.28,117.0,31.59,8.89,173.0,0.052,2810.0,2660.0,"intgran,frac"
919,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3941.73,10.3,2.47,8.74,0.92,0.024,2750.0,2680.0,"dol,intgran,ppv,sv,anhy,carb"
920,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4390.4,19.4,3.49,8.7,1.77,0.018,2840.0,2790.0,"ppv,hfrac,vfrac"
921,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4390.4,19.4,3.49,8.7,1.77,0.018,2840.0,2790.0,"ppv,hfrac,vfrac"
922,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3248.5,34.9,12.91,8.63,0.16,0.007,2820.0,2800.0,"few,sv,frac"
923,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3248.5,34.9,12.91,8.63,0.16,0.007,2820.0,2800.0,"few,sv,frac"
924,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3248.5,34.9,12.91,8.63,0.16,0.007,2820.0,2800.0,"few,sv,frac"
925,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3232.1,9.79,4.21,8.57,0.09,0.013,2810.0,2770.0,"few,sv,frac"
926,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3232.1,9.79,4.21,8.57,0.09,0.013,2810.0,2770.0,"few,sv,frac"
927,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3232.1,9.79,4.21,8.57,0.09,0.013,2810.0,2770.0,"few,sv,frac"
928,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4251.44,38.1,11.43,8.51,0.71,0.011,2830.0,2800.0,"sv,frac"
929,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3670.95,15.2,4.56,8.47,0.7,0.05,2860.0,2710.0,sv f
930,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4330.96,14.5,3.92,8.47,5.96,0.028,2830.0,2750.0,"lv,sv,ppv"
931,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4330.96,14.5,3.92,8.47,5.96,0.028,2830.0,2750.0,"lv,sv,ppv"
932,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4006.84,9.77,2.64,8.42,0.79,0.044,2880.0,2750.0,"dol,intgran,ppv,sv,anhy"
933,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3242.46,43.7,10.49,8.39,0.2,0.028,2840.0,2760.0,"sv,frac"
934,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3242.46,43.7,10.49,8.39,0.2,0.028,2840.0,2760.0,"sv,frac"
935,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3242.46,43.7,10.49,8.39,0.2,0.028,2840.0,2760.0,"sv,frac"
936,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,4040.09,17.8,3.2,8.34,2.74,0.046,2850.0,2720.0,"dol,intgran,ppv,sv,lv,frac"
937,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3802.81,10.8,2.27,8.34,0.3,0.029,2880.0,2790.0,sv f
938,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4002.63,9.18,2.48,8.31,1.28,0.06,2880.0,2710.0,"dol,intgran,ppv,sv,anhy"
942,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3090.7,8.67,3.47,8.28,3.01,0.021,2820.0,2760.0,"sv,ppv,hfrac,vfrac,sty"
943,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3091.1,8.67,6.85,8.28,3.01,0.021,,,brkn
944,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3090.7,8.67,3.47,8.28,3.01,0.021,2820.0,2760.0,"sv,ppv,hfrac,vfrac,sty"
945,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3091.1,8.67,6.85,8.28,3.01,0.021,,,brkn
946,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3090.7,8.67,3.47,8.28,3.01,0.021,2820.0,2760.0,"sv,ppv,hfrac,vfrac,sty"
947,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3091.1,8.67,6.85,8.28,3.01,0.021,,,brkn
948,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1618.18,23.94,4.31,8.19,0.03,0.069,2830.0,2640.0,"lv,sv"
949,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4387.9,9.01,1.62,8.14,4.83,0.03,2840.0,2750.0,"sv,ppv,vfrac,sty,hfrac"
950,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4387.9,9.01,1.62,8.14,4.83,0.03,2840.0,2750.0,"sv,ppv,vfrac,sty,hfrac"
951,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3095.64,8.36,2.01,8.12,0.99,0.029,2850.0,2770.0,"sv,ppv,hfrac,sty"
952,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3095.64,8.36,2.01,8.12,0.99,0.029,2850.0,2770.0,"sv,ppv,hfrac,sty"
953,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3095.64,8.36,2.01,8.12,0.99,0.029,2850.0,2770.0,"sv,ppv,hfrac,sty"
954,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3125.18,11.0,2.31,8.1,0.66,0.054,,,"dol,calc,occ,vug,xl,rfrac"
955,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3125.18,11.0,2.31,8.1,0.66,0.054,,,"dol,calc,occ,vug,xl,rfrac"
956,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3125.18,11.0,2.31,8.1,0.66,0.054,,,"dol,calc,occ,vug,xl,rfrac"
957,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3806.07,12.4,2.98,8.07,2.13,0.025,2850.0,2770.0,sv ppv f
958,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3948.1,9.37,2.81,8.05,0.66,0.028,2840.0,2760.0,"dol,intgran,ppv,sv,anhy,carb"
959,300F086040124300,CPOG ET AL LABICHE F-08,2/25/1971,Dmanetoe,2045.36,21.0,9.66,8.03,2.24,0.031,2830.0,2740.0,few sv f cal
960,300F086040124301,CPOG ET AL LABICHE F-08,2/25/1971,Dmanetoe,2045.36,21.0,9.66,8.03,2.24,0.031,2830.0,2740.0,few sv f cal
961,300F086040124302,CPOG ET AL LABICHE F-08,2/25/1971,Dmanetoe,2045.36,21.0,9.66,8.03,2.24,0.031,2830.0,2740.0,few sv f cal
962,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3812.04,10.5,3.15,8.03,1.07,0.025,2850.0,2780.0,sv f
963,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4250.44,13.2,3.96,8.02,0.36,0.001,2800.0,2800.0,"dns,frac"
965,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4470.29,8.05,2.98,7.99,0.4,0.011,2830.0,2800.0,"intgran,hfrac,vfrac,sty"
966,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4470.29,8.05,2.98,7.99,0.4,0.011,2830.0,2800.0,"intgran,hfrac,vfrac,sty"
967,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4390.58,12.9,3.87,7.96,2.14,0.034,2850.0,2750.0,"lv,sv,ppv,hfrac,vfrac"
968,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4390.58,12.9,3.87,7.96,2.14,0.034,2850.0,2750.0,"lv,sv,ppv,hfrac,vfrac"
969,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4246.26,27.6,7.45,7.92,0.61,0.011,2810.0,2770.0,"few,sv,frac"
970,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3731.53,9.73,1.17,7.92,2.47,0.04,2880.0,2760.0,"dol,intgran,ppv,sv,anhy,frac"
971,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4004.61,8.23,1.48,7.92,0.82,0.049,2880.0,2740.0,"dol,intgran,ppv,sv,anhy"
972,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3244.29,9.05,2.72,7.88,0.13,0.008,2840.0,2810.0,"few,sv,frac"
973,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3244.29,9.05,2.72,7.88,0.13,0.008,2840.0,2810.0,"few,sv,frac"
974,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3244.29,9.05,2.72,7.88,0.13,0.008,2840.0,2810.0,"few,sv,frac"
975,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4010.5,20.1,3.62,7.84,0.16,0.026,2860.0,2790.0,"dol,intgran,ppv,sv,anhy"
976,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1631.44,15.63,2.34,7.8,0.89,0.022,2850.0,2780.0,"lv,sv"
977,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3310.04,13.4,4.56,7.8,0.3,0.016,2810.0,2770.0,"few,sv,ppv,frac"
978,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3310.04,13.4,4.56,7.8,0.3,0.016,2810.0,2770.0,"few,sv,ppv,frac"
979,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3310.04,13.4,4.56,7.8,0.3,0.016,2810.0,2770.0,"few,sv,ppv,frac"
980,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3732.31,38.4,8.45,7.72,1.52,0.031,2860.0,2770.0,"dol,intgran,ppv,sv,frac"
981,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3941.98,8.32,2.5,7.61,1.92,0.031,2740.0,2650.0,"dol,intgran,ppv,sv,anhy,carb"
982,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3124.23,60.0,10.8,7.6,0.22,0.014,,,"dol,calc,occ,vug,xl,rfrac"
983,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3124.23,60.0,10.8,7.6,0.22,0.014,,,"dol,calc,occ,vug,xl,rfrac"
984,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3124.23,60.0,10.8,7.6,0.22,0.014,,,"dol,calc,occ,vug,xl,rfrac"
985,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3927.56,28.2,10.43,7.56,0.05,0.024,2810.0,2740.0,"dol,intgran,ppv,sv,anhy,carb,hfr"
986,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1607.45,10.96,6.69,7.51,,0.018,2830.0,2780.0,"intgran,sty,hfrac"
987,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3951.37,14.5,5.37,7.48,0.32,0.016,2810.0,2770.0,"dol,intgran,ppv,sv,anhy,carb"
990,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3076.74,8.48,3.14,7.43,0.66,0.041,2830.0,2710.0,"lv,sv,ppv,hfrac,sty"
991,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3076.74,8.48,3.14,7.43,0.66,0.041,2830.0,2710.0,"lv,sv,ppv,hfrac,sty"
992,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3076.74,8.48,3.14,7.43,0.66,0.041,2830.0,2710.0,"lv,sv,ppv,hfrac,sty"
995,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4009.58,12.0,2.88,7.36,1.34,0.035,2850.0,2750.0,"dol,intgran,ppv,sv,anhy"
996,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3758.6,13.0,2.73,7.34,2.55,0.029,2850.0,2760.0,"dol,intgran,ppv,sv,vfrac"
997,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3932.38,8.28,1.99,7.34,2.04,0.022,2780.0,2720.0,"dol,intgran,ppv,sv,anhy,carb"
998,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4015.74,17.0,5.1,7.3,0.95,0.046,2810.0,2680.0,"sl,vert,sty,"
999,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4015.74,17.0,5.1,7.3,0.95,0.046,2810.0,2680.0,"sl,vert,sty,"
1000,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,4015.74,17.0,5.1,7.3,0.95,0.046,2810.0,2680.0,"sl,vert,sty,"
1001,300P536030123453,PAN AM POINTED MOUNTAIN P-53A,3/23/1967,Dnahanni,4015.74,17.0,5.1,7.3,0.95,0.046,2810.0,2680.0,slightly v. sty. i. f.
1002,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4187.95,7.71,4.24,7.29,0.33,0.007,2830.0,2810.0,"dns,sty,frac"
1003,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,789.07,10.29,1.85,7.26,4.95,0.028,2850.0,2770.0,"few,sv,sty,hfrac,vfrac"
1004,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3084.3,10.49,2.83,7.25,0.76,0.028,2820.0,2740.0,"sv,ppv,hfrac"
1005,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3084.3,10.49,2.83,7.25,0.76,0.028,2820.0,2740.0,"sv,ppv,hfrac"
1006,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3084.3,10.49,2.83,7.25,0.76,0.028,2820.0,2740.0,"sv,ppv,hfrac"
1007,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3927.01,8.03,1.69,7.24,1.32,0.048,2660.0,2530.0,"dol,intgran,ppv,sv,anhy,carb"
1008,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3752.55,11.8,5.43,7.21,0.58,0.035,2860.0,2760.0,sv f
1009,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4247.3,8.31,3.32,7.17,0.72,0.016,2830.0,2780.0,"few,sv,frac"
1010,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3088.66,10.92,4.7,7.16,2.82,0.028,2860.0,2780.0,"few,sv,ppv,hfrac,sty"
1011,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3088.66,10.92,4.7,7.16,2.82,0.028,2860.0,2780.0,"few,sv,ppv,hfrac,sty"
1012,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3088.66,10.92,4.7,7.16,2.82,0.028,2860.0,2780.0,"few,sv,ppv,hfrac,sty"
1013,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3805.79,9.92,2.68,7.16,0.59,0.025,2860.0,2790.0,sv f
1015,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3912.98,8.32,1.5,7.13,0.67,0.045,2850.0,2720.0,"dol,intgran,ppv,sv,frac"
1016,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3903.02,10.3,2.78,7.11,2.91,0.028,2830.0,2750.0,"dol,intgran,ppv,sv,anhy,carb"
1017,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3078.42,7.75,1.4,7.04,0.48,0.03,2840.0,2760.0,"few,sv,ppv,hfrac,sty"
1018,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3078.42,7.75,1.4,7.04,0.48,0.03,2840.0,2760.0,"few,sv,ppv,hfrac,sty"
1019,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3078.42,7.75,1.4,7.04,0.48,0.03,2840.0,2760.0,"few,sv,ppv,hfrac,sty"
1020,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3662.48,18.7,4.86,6.95,2.77,0.046,2740.0,2610.0,"dol,intgran,ppv,sv,lv,sdy,frac"
1021,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3943.05,16.7,4.01,6.94,0.88,0.029,2800.0,2720.0,"dol,intgran,ppv,sv,anhy,carb"
1022,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3795.25,14.8,5.48,6.89,1.23,0.033,2860.0,2760.0,sv f
1023,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1618.95,10.6,2.23,6.89,0.04,0.022,2860.0,2800.0,"sv,sty,hfrac"
1024,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4328.34,7.57,2.57,6.82,0.43,0.008,2840.0,2820.0,"dns,frac"
1025,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3938.66,11.1,2.33,6.81,0.43,0.03,2800.0,2710.0,"dol,intgran,ppv,sv,anhy,carb"
1030,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3775.11,135.0,33.75,6.75,0.66,0.038,2850.0,2740.0,"dol,intgran,ppv,sv,lv,frac"
1031,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3096.19,7.08,2.62,6.71,1.18,0.029,2810.0,2730.0,"sv,ppv,hfrac,vfrac,sty"
1032,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3096.19,7.08,2.62,6.71,1.18,0.029,2810.0,2730.0,"sv,ppv,hfrac,vfrac,sty"
1033,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3096.19,7.08,2.62,6.71,1.18,0.029,2810.0,2730.0,"sv,ppv,hfrac,vfrac,sty"
1034,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3764.81,35.3,4.59,6.69,1.81,0.054,2850.0,2700.0,"dol,intgran,ppv,sv,lv,frac"
1035,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3245.24,31.5,12.6,6.69,0.54,0.013,2830.0,2790.0,"few,sv,frac"
1036,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3245.24,31.5,12.6,6.69,0.54,0.013,2830.0,2790.0,"few,sv,frac"
1037,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3245.24,31.5,12.6,6.69,0.54,0.013,2830.0,2790.0,"few,sv,frac"
1038,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4014.34,25.7,6.17,6.69,0.47,0.031,2850.0,2760.0,"dol,intgran,ppv,sv,anhy"
1039,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3902.26,16.2,4.37,6.69,2.77,0.037,2760.0,2650.0,"dol,intgran,ppv,sv,anhy,carb"
1040,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3165.29,7.32,1.76,6.66,0.17,0.037,2830.0,2720.0,"sv,ppv,frac"
1041,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3165.29,7.32,1.76,6.66,0.17,0.037,2830.0,2720.0,"sv,ppv,frac"
1042,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3165.29,7.32,1.76,6.66,0.17,0.037,2830.0,2720.0,"sv,ppv,frac"
1043,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3903.91,25.9,8.81,6.64,15.0,0.027,2640.0,2570.0,"dol,intgran,ppv,sv,anhy,carb"
1044,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3732.53,7.08,1.2,6.62,1.02,0.031,2860.0,2770.0,"dol,intgran,ppv,sv,frac"
1048,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3794.76,22.1,10.83,6.58,10.1,0.029,2860.0,2780.0,sv f
1049,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3884.16,7.3,0.88,6.57,0.06,0.005,2840.0,2830.0,few ppv i a
1050,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3945.06,10.6,2.54,6.56,0.93,0.024,2780.0,2710.0,"dol,intgran,ppv,sv,anhy,carb"
1051,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3932.22,8.08,1.21,6.5,3.38,0.36,2760.0,2660.0,"dol,intgran,ppv,sv,anhy,carb"
1052,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3311.87,7.88,2.13,6.5,,0.014,2830.0,2790.0,"sv,ppv,frac"
1053,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3311.87,7.88,2.13,6.5,,0.014,2830.0,2790.0,"sv,ppv,frac"
1054,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3311.87,7.88,2.13,6.5,,0.014,2830.0,2790.0,"sv,ppv,frac"
1055,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3243.16,8.0,2.4,6.48,0.58,0.007,2810.0,2790.0,"few,sv,frac"
1056,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3243.16,8.0,2.4,6.48,0.58,0.007,2810.0,2790.0,"few,sv,frac"
1057,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3243.16,8.0,2.4,6.48,0.58,0.007,2810.0,2790.0,"few,sv,frac"
1058,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3757.51,89.2,16.06,6.46,3.31,0.03,2780.0,2690.0,"dol,intgran,sv,frac"
1059,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3087.11,50.21,15.06,6.44,0.88,0.023,2830.0,2770.0,"sv,ppv,hfrac"
1060,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3087.11,50.21,15.06,6.44,0.88,0.023,2830.0,2770.0,"sv,ppv,hfrac"
1061,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3087.11,50.21,15.06,6.44,0.88,0.023,2830.0,2770.0,"sv,ppv,hfrac"
1062,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4003.46,11.0,1.65,6.44,0.66,0.058,2870.0,2700.0,"dol,intgran,ppv,sv,anhy"
